,Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_France,Geography_Germany,Geography_NotReported,Geography_Spain,Gender_Female,Gender_Male,Gender_NotSpecified
30,0.42857142857142855,0.47599999999999987,0.48888888888888893,1.0,0.5003406363117392,0.0,0.5,0.0,0.6075210182572435,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
31,0.4,0.5119999999999999,0.4444444444444444,0.7000000000000001,0.5124730921626387,0.0,0.5,0.5,0.9694272303004937,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
32,0.4,0.682,0.7555555555555556,0.30000000000000004,0.0,0.0,0.5,0.0,0.8792444678466793,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
33,0.2,0.23199999999999998,0.48888888888888893,0.4,0.36505682446606114,0.0,0.5,0.0,0.7060604287709475,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
34,0.2,0.59,0.688888888888889,0.4,0.6382427223738532,0.3333333333333333,0.0,0.5,0.4419441556668662,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
35,0.14285714285714285,0.254,0.28888888888888886,0.9,0.0,0.3333333333333333,0.0,0.5,0.920335842072918,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
36,0.2222222222222222,0.5579999999999999,0.3555555555555555,0.8,0.0,0.3333333333333333,0.5,0.5,0.9030034368282169,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
37,0.5,0.4899999999999999,0.4222222222222223,0.2,0.4214313468866982,0.0,0.5,0.5,0.4496636928826703,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
38,0.25,0.584,0.4666666666666667,0.8,0.5112196350318968,0.0,0.5,0.0,0.3089354033310181,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
39,0.10344827586206896,0.7799999999999999,0.33333333333333337,0.2,0.5042848672144137,0.0,0.5,0.0,0.6843540058075546,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40,0.375,0.41800000000000004,0.3555555555555555,0.5,0.27501070255257826,0.3333333333333333,0.5,0.5,0.3343703823715165,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
41,0.1111111111111111,0.398,0.4222222222222223,0.2,0.44855478971561724,0.3333333333333333,0.0,0.0,0.23712689561853154,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42,0.0,0.596,0.4222222222222223,0.7000000000000001,0.0,0.3333333333333333,0.5,0.0,0.9712294524127054,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
43,0.15789473684210525,0.402,0.7111111111111111,0.1,0.48386171453118676,0.3333333333333333,0.0,0.5,0.42252465110418047,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
44,0.15384615384615385,0.5239999999999999,0.1333333333333333,0.1,0.7282042282585731,0.0,0.5,0.5,0.859209454502905,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
45,0.30434782608695654,0.7939999999999999,0.5111111111111111,0.9,0.0,0.3333333333333333,0.5,0.0,0.1621122817229045,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
46,0.3333333333333333,0.1359999999999999,0.6222222222222223,0.9,0.0,0.0,0.5,0.5,0.40505328258848716,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
47,0.05263157894736842,0.4939999999999999,0.5555555555555556,0.7000000000000001,0.47480417248293927,0.3333333333333333,0.5,0.0,0.27901834625206706,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
48,0.3333333333333333,0.67,0.33333333333333337,0.6000000000000001,0.6971464788751481,0.0,0.5,0.5,0.21962577426144195,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
49,0.14285714285714285,0.18799999999999994,0.48888888888888893,0.5,0.33619255531199943,0.0,0.5,0.0,0.7191895826051388,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
50,0.0,0.4,0.0888888888888889,0.6000000000000001,0.6152988251126185,0.0,0.5,0.5,0.2585743938546131,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
51,0.2,0.5539999999999999,0.2666666666666667,0.30000000000000004,0.5132397779512791,0.3333333333333333,0.5,0.5,0.20095634133059706,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
52,0.0,0.374,0.4444444444444444,0.1,0.3863682660956088,0.0,0.5,0.5,0.5130256939537725,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
53,0.07142857142857142,0.928,0.28888888888888886,0.1,0.47378168562383244,0.0,0.5,0.0,0.508511612859028,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
54,0.16666666666666666,0.46599999999999986,0.5333333333333333,0.7000000000000001,0.0,0.3333333333333333,0.5,0.0,0.7202061296853849,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
55,0.3181818181818182,0.5519999999999999,0.5777777777777778,0.2,0.0,0.0,0.0,0.5,0.8656108658376874,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
56,0.0,0.5199999999999999,0.6,0.1,0.0,0.3333333333333333,0.5,0.5,0.9983247400126711,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
57,0.2857142857142857,0.5019999999999999,0.24444444444444446,0.9,0.0,0.0,0.5,0.5,0.40194683592283065,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
58,0.0,0.818,0.4444444444444444,0.1,0.0,0.3333333333333333,0.5,0.0,0.10384396709885793,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
59,0.125,0.914,0.28888888888888886,0.1,0.37250371256313675,0.3333333333333333,0.0,0.0,0.863938056084356,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
60,0.0,0.7279999999999999,0.1777777777777778,0.9,0.35842835630992653,0.0,0.5,0.0,0.23098070865767678,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
61,0.0,0.47799999999999987,0.24444444444444446,0.2,0.0,0.3333333333333333,0.0,0.5,0.4915903968829023,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
62,1.0,0.7619999999999999,0.4222222222222223,0.30000000000000004,0.46584862403695465,0.0,0.0,0.0,0.8636163253590717,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
63,0.3333333333333333,0.574,0.7333333333333333,0.1,0.41723247076133585,0.0,0.5,0.0,0.27630328696390505,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
64,0.0,0.606,0.28888888888888886,0.9,0.5712357953781155,0.0,0.5,0.0,0.41837935522842434,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
65,0.0,0.5439999999999999,0.28888888888888886,0.1,0.3574715933469243,0.0,0.5,0.5,0.7615421772779299,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
66,0.0,0.918,0.4666666666666667,0.5,0.0,0.0,0.5,0.0,0.3885079525094646,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
67,0.0,0.5399999999999999,0.06666666666666665,0.9,0.0,0.3333333333333333,0.0,0.0,0.7744300080657702,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
68,0.17391304347826086,0.68,0.6444444444444445,0.2,0.0,0.3333333333333333,0.5,0.0,0.7568930332846787,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
69,0.3333333333333333,0.352,0.4222222222222223,0.7000000000000001,0.526287784813348,0.3333333333333333,0.5,0.5,0.7918471714048692,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
70,0.0,0.7399999999999999,0.7555555555555556,0.7000000000000001,0.0,0.0,0.5,0.5,0.07385475312892381,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
71,0.0,0.7060000000000001,0.4222222222222223,0.8,0.42232956018118756,0.3333333333333333,0.0,0.5,0.3707715086790789,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
72,0.42857142857142855,0.398,0.15555555555555556,0.6000000000000001,0.7726571374058688,0.0,0.0,0.5,0.10795295950763296,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
73,0.5,0.602,0.6,0.4,0.0,0.3333333333333333,0.0,0.0,0.9650803151700986,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
74,0.16666666666666666,0.29599999999999993,0.5777777777777778,0.2,0.48108245861895566,0.3333333333333333,0.5,0.5,0.49086767786323593,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
75,0.0,0.872,0.1333333333333333,0.2,0.4788220986457092,0.3333333333333333,0.5,0.5,0.6272493523131458,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
76,0.0,0.8079999999999999,0.48888888888888893,0.2,0.6402008480813864,0.0,0.0,0.5,0.01771694196795794,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
77,0.09090909090909091,0.4879999999999999,0.8444444444444444,0.7000000000000001,0.0,0.0,0.5,0.0,0.13103386373398657,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
78,0.26666666666666666,0.2819999999999999,0.4,0.0,0.21271238055259808,0.0,0.5,0.5,0.5196623277523003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
79,0.28,0.584,0.48888888888888893,0.7000000000000001,0.0,0.3333333333333333,0.5,0.0,0.05351131033013652,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
80,1.0,0.5199999999999999,0.5333333333333333,0.6000000000000001,0.0,0.3333333333333333,0.5,0.0,0.7915306411762323,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
81,0.16666666666666666,0.5499999999999999,0.4666666666666667,0.5,0.0,0.3333333333333333,0.5,0.0,0.16303371972023326,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
82,0.0,0.386,0.15555555555555556,0.1,0.5841655071985603,0.0,0.0,0.5,0.8070565739028077,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
83,0.3333333333333333,0.5119999999999999,0.4222222222222223,0.8,0.6166351445720452,0.3333333333333333,0.5,0.0,0.44548054339189386,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
84,0.0,0.654,0.0,0.8,0.5372574577989015,0.3333333333333333,0.5,0.5,0.5742914448329814,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
85,0.4,0.47999999999999987,0.3555555555555555,0.6000000000000001,0.0,0.3333333333333333,0.5,0.0,0.8551309650071581,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
86,0.07692307692307693,0.47399999999999987,0.33333333333333337,0.5,0.3990338069133967,0.0,0.5,0.0,0.17103633396989412,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
87,0.18181818181818182,0.862,0.37777777777777777,0.4,0.3220061978152166,0.0,0.5,0.0,0.5821452448708851,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
88,0.5,0.7419999999999999,0.8222222222222223,0.30000000000000004,0.17545326869566844,0.0,0.5,0.0,0.3292955477248077,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
89,0.1,0.19599999999999995,0.15555555555555556,0.2,0.0,0.3333333333333333,0.0,0.0,0.47606621432346785,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
90,0.3,0.7199999999999999,0.06666666666666665,0.4,0.43496130241565417,0.3333333333333333,0.5,0.5,0.2809288787079166,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
91,0.0,0.32599999999999996,0.4222222222222223,1.0,0.0,0.3333333333333333,0.5,0.5,0.2647285815795408,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
92,0.14285714285714285,0.5099999999999999,0.3555555555555555,0.2,0.0,0.0,0.0,0.0,0.1798713777165719,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
93,0.09090909090909091,0.2879999999999999,0.15555555555555556,0.6000000000000001,0.0,0.3333333333333333,0.0,0.5,0.5499350687990703,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
94,0.25,0.8119999999999999,0.4666666666666667,0.30000000000000004,0.4014293213631081,0.6666666666666667,0.5,0.5,0.36700734920184874,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
95,0.3125,0.362,0.4,0.9,0.39554111392398406,0.0,0.5,0.0,0.6156859480080347,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
96,1.0,0.352,0.7555555555555556,0.8,0.3730218512225422,0.0,0.0,0.5,0.10609578214719505,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
97,0.5,0.40800000000000003,0.1777777777777778,0.7000000000000001,0.3691014945550204,0.3333333333333333,0.5,0.0,0.9635825721356389,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
98,0.2,0.386,0.5111111111111111,0.5,0.0,0.3333333333333333,0.0,0.5,0.7199123016248051,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
99,0.4,0.6920000000000001,0.2666666666666667,0.4,0.4544781508699409,0.0,0.5,0.5,0.9686174029619827,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
100,0.42857142857142855,0.89,0.8444444444444444,0.5,0.0,0.0,0.5,0.0,0.17705245850978768,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
101,0.0,0.406,0.4222222222222223,0.2,0.0,0.3333333333333333,0.5,0.0,0.1693447224209912,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
102,0.08333333333333333,0.16399999999999992,0.6,0.30000000000000004,0.4392984418494378,0.0,0.5,0.0,0.21519615123244265,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
103,0.3103448275862069,0.7539999999999999,0.4444444444444444,0.2,0.24821627777238162,0.0,0.5,0.5,0.2963743537507832,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
104,0.0,0.362,0.4222222222222223,0.1,0.0,0.3333333333333333,0.0,0.0,0.4975055617811501,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
105,0.2,0.31799999999999995,0.4444444444444444,0.2,0.0,0.0,0.0,0.0,0.8423231418600475,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
106,0.25,0.46399999999999986,0.24444444444444446,0.0,0.0,0.0,0.5,0.5,0.42004626441825194,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
107,0.2857142857142857,0.5139999999999999,0.48888888888888893,0.5,0.36108106681880286,0.0,0.0,0.5,0.9080200659162949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
108,0.10344827586206896,0.16399999999999992,0.19999999999999996,0.6000000000000001,0.24846665831533435,0.3333333333333333,0.0,0.0,0.2693411720819338,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
109,0.0,0.606,0.37777777777777777,0.6000000000000001,0.46498145920520967,0.3333333333333333,0.5,1.0,0.11927454071863862,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
110,0.25,0.5579999999999999,0.4666666666666667,1.0,0.0,0.3333333333333333,0.5,0.5,0.2158351622579956,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
111,1.0,0.19399999999999995,0.5111111111111111,0.30000000000000004,0.0,1.0,0.5,0.5,0.9874883551379157,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
112,0.0,0.87,0.4,0.2,0.39779836506527416,0.0,0.0,0.5,0.18484235244465844,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
113,0.0,0.2879999999999999,0.4222222222222223,0.5,0.0,0.3333333333333333,0.5,0.5,0.42943391093849465,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
114,0.0,0.42400000000000004,0.33333333333333337,0.8,0.369310105150661,0.3333333333333333,0.5,0.0,0.006713991186158277,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
115,0.0,0.7619999999999999,0.4222222222222223,0.30000000000000004,0.0,0.3333333333333333,0.5,0.5,0.7059128146738013,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
116,0.0,0.2799999999999999,0.48888888888888893,0.6000000000000001,0.6222091208426497,0.0,0.0,0.0,0.9544789027352112,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
117,0.0,0.4819999999999999,0.1333333333333333,0.6000000000000001,0.5873300988461092,0.0,0.5,0.5,0.12650828154088714,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
118,0.0,0.914,0.4222222222222223,1.0,0.5185788779818931,0.3333333333333333,0.0,0.5,0.860514029089778,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
119,0.0,0.5539999999999999,0.688888888888889,0.4,0.4427594486669867,0.0,0.0,0.5,0.7334133909788384,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
120,0.36363636363636365,0.682,0.3555555555555555,0.8,0.5338264631667783,0.3333333333333333,0.5,0.0,0.45678467293626535,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
121,0.0,0.20599999999999996,0.4444444444444444,0.8,0.48076575632759905,0.0,0.5,0.0,0.6484939811752022,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
122,0.5,0.7139999999999999,0.688888888888889,1.0,0.0,0.0,0.5,0.0,0.4148215654595014,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
123,0.0,0.68,0.2666666666666667,0.5,0.0,0.3333333333333333,0.0,0.5,0.3934798273235094,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
124,0.21739130434782608,0.626,0.6222222222222223,0.6000000000000001,0.38039109823434686,0.0,0.5,0.5,0.10514504135144906,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
125,0.16666666666666666,0.882,0.3555555555555555,0.7000000000000001,0.0,0.3333333333333333,0.5,0.0,0.4836605895863055,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
126,0.3333333333333333,0.20999999999999996,0.48888888888888893,0.1,0.0,0.6666666666666667,0.0,0.5,0.6498808636224759,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
127,0.08333333333333333,0.614,0.4222222222222223,0.0,0.6520861916485694,0.0,0.0,0.5,0.22098095368107654,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
128,0.2857142857142857,0.4979999999999999,0.6,0.5,0.41284909741640524,0.0,0.5,0.0,0.6606436414677601,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
129,0.0,0.608,0.4222222222222223,0.5,0.4469787713409855,0.0,0.5,0.0,0.37961510324235964,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
130,0.05,0.45000000000000007,0.19999999999999996,0.30000000000000004,0.5552121979087207,0.0,0.5,0.0,0.499209674523917,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
131,0.2,0.7379999999999999,0.9555555555555556,0.5,0.0,0.3333333333333333,0.0,1.0,0.14561815653394897,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
132,0.5,0.574,0.5111111111111111,0.2,0.0,0.3333333333333333,0.0,0.5,0.5125681502583497,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
133,0.29411764705882354,0.9999999999999999,0.48888888888888893,0.8,0.4097306998231832,0.0,0.5,0.0,0.30402893476326986,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
134,0.1111111111111111,0.7439999999999999,0.48888888888888893,0.6000000000000001,0.3554234310831143,0.3333333333333333,0.0,0.5,0.7644348535285119,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
135,0.0,0.7199999999999999,0.19999999999999996,0.2,0.5391749295500815,0.0,0.5,0.0,0.7110107515267707,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
136,0.0,0.2699999999999999,0.2666666666666667,0.7000000000000001,0.0,0.0,0.5,0.0,0.535330074022069,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
137,0.0,0.858,0.19999999999999996,0.1,0.0,0.3333333333333333,0.5,0.5,0.95314822565555,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
138,0.0,0.568,0.4222222222222223,0.5,0.45973191744903286,0.3333333333333333,0.0,0.0,0.8439316954769179,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
139,1.0,0.686,0.5777777777777778,0.5,0.4966222740077456,0.3333333333333333,0.5,0.5,0.234955188220475,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
140,1.0,0.916,0.4222222222222223,0.2,0.40028937645559604,0.3333333333333333,0.5,0.0,0.17566132565660017,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
141,0.2727272727272727,0.17599999999999993,0.9111111111111111,0.7000000000000001,0.5069673507677959,0.0,0.5,0.0,0.25779661957716965,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
142,0.0,0.64,0.5333333333333333,0.5,0.19732629291837178,0.6666666666666667,0.5,0.5,0.501610053760134,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
143,0.25,0.29399999999999993,0.3111111111111111,0.8,0.44455192943079,1.0,0.5,0.5,0.04743658019340846,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
144,0.25,0.386,0.6666666666666666,0.1,0.4021573061795728,0.0,0.0,0.0,0.16651160185797742,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
145,0.0,0.9999999999999999,0.4444444444444444,0.7000000000000001,0.3200262704271683,0.0,0.0,0.0,0.632781230607523,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
146,0.3333333333333333,0.406,0.33333333333333337,0.4,0.47064084864097616,0.0,0.0,0.0,0.4721894440919107,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
147,0.14285714285714285,0.648,0.28888888888888886,0.1,0.0,0.0,0.5,0.0,0.6447739259099243,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
148,0.25,0.358,0.4222222222222223,0.7000000000000001,0.0,0.3333333333333333,0.5,0.5,0.8785153482157545,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
149,0.17647058823529413,0.7879999999999999,0.7999999999999999,0.6000000000000001,0.37388212082443517,0.3333333333333333,0.0,0.5,0.7003528336956178,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
